comment,label
两市唯有消费和科技人情味十足，呵呵。要么清仓要么科技医药消费[摊手][摊手],-1
下来吧，快跌,-1
每个人都是从韭菜开始做起，我觉得还是要不断的学习的，以前啥也不懂，入了股市以后，,-1
外资、主力都在卖，怎么还在涨？,0
大盘不行茅台凑,-1
$上证指数(SH000001)$什么东西在拉，为什么个股要么跌要么就涨一丁点,0
下午大跌,-1
新股破发率70%以上，或者大家停止打新3000点有望守住！,-1
$上证指数(SH000001)$杀啊，兄弟们快跑，此生最大的,-1
快要打3000点争夺战了,-1
上午走了没有下午一碗面让你过元旦。,0
继续睡觉[捂脸][捂脸],0
一旦犹豫，惊吓总是大于惊喜,-1
$上证指数(SH000001)$还有的跌[哭]太难了[怒][怒],-1
投资有风险，入市需谨慎,0
在2023/1/9。预测2023/12/30收盘位3500～3600。[呲牙]年,1
又给跑路的机会，第二次了,-1
昨天今板,0
指标修正性反弹，短线逢高出货。,1
大湾区横琴珠海国资地产：华发股份，国企绩优低估值，财务稳健无雷，船小好调头，下半,1
$上证指数(SH000001)$[大笑]阿美今年加六次息，每次大A微调10%稳定,-1
$上证指数(SH000001)$终身忌炒股,0
现在的行情，稍微跑慢了腿都要被打断。[大笑],-1
$上证指数(SH000001)$我的股票在5月24日下跌损失为什么经过几天上涨还,0
$上证指数(SH000001)$2800点我来接盘,-1
一鼓作气再而衰三而竭,0
$上证指数(SH000001)$感觉大盘有一股神秘力量在涌动[强壮][强壮],0
韭菜上钩了，主力跑路拉,-1
无法用言语来形容这个拉几了,-1
$上证指数(SH000001)$北向钱真多,1
$上证指数(SH000001)$涨了多少天了，不回调才怪,-1
辞旧迎新，祝股民新春快乐。来年发财，好运。,0
$上证指数(SH000001)$大A真的不是散户能玩得来的，经常拉指数大部分个股,-1
今天盈利7330$通策医疗(SH600763)$$春秋航空(SH601021)$,1
指数走成了个股，震仓3150/2950再来回徘徊三个月[吃瓜][吃瓜][吃瓜],-1
尾盘狂跌,-1
完了，十月份还得跌，十一十二月份不知道能不能止跌震荡[惨!关灯吃面],-1
散户有没有“进厂”？,-1
关注002150这匹将来的黑马！,1
$上证指数(SH000001)$不是各种茅就是大盘蓝筹，这些能上天吗……国家专门,0
$上证指数(SH000001)$把周五挣的都吐了,-1
剩0.001就是不破，你说气人不[大笑],-1
哈哈哈哈哈,0
$上证指数(SH000001)$今天怎么不护盘了,-1
这才小涨了两天，个股又是黑周五。,-1
再次下探2800?,-1
午后做一小双底后，逐级回升,1
$上证指数(SH000001)$清仓逃命！！！！！！！比必有暴跌,-1
低价股要大爆发。,1
相信大部分人预测到今天股市的上涨了！,1
个股都很惨！,-1
一点儿止跌的信号都没有，一直跌,-1
中免太闹，祸害大盘,-1
祁连山今天放量突破10.64元确立了今年反转上行趋势，下一步突破11.78毋庸置,1
高位，落袋为安，空仓什么都不想，安心愉快过大年。,-1
最大利空准备来了，周一开盘咯,-1
还是坚持行为纪律：反弹是逃生的唯一途径！,-1
这几年个股涨的太多了,1
今天要不是宁德时代和贵州茅台把指数顶着，个股早就去3200了。,-1
今天38节，可以涨涨了，加油[拜神],1
$上证指数(SH000001)$哥认为，现在是大盘是修复性行情。现在一直是延续2,1
靠。今天恒指不错,1
大盘大涨输钱,-1
收红盘就行，0.01%也行，要不然200蚂蚁积分又打水漂了[怒][怒][怒],0
外资已经连续跑3天，要小心点了,-1
$上证指数(SH000001)$加仓,1
昨天跌了5个点，现在才涨3个多点，力度明显不够啊！好的不学坏的学完了[傲],-1
不要追高，连续三周成交量持续萎缩，认为会反包的不是就是居心叵测，小散耗子,-1
你们看看所有股票的走势，是有多么可耻，95％的时间是跌的大大方方，1％的时间是偷,-1
$上证指数(SH000001)$EMMM，80来个点，墨迹了4天,-1
美股大跌，这次是真的大跌！A股，有良心的上市公司，周末发点利好吧。呼吁呼吁！,1
大盘一步到位，直接补掉了我说的3152点缺口，明天继续低吸高抛。,0
来一个跌停吧,-1
希望大A走独立行情。搅的洋鬼子不安逸。[大笑][大笑][大笑],1
牛奶，酱油又被提出来了，小家电热度是不是又要站在风口了，昨天是不是就是这个原因涨,0
盘后算是利好，开盘算是利空,-1
恐怖的一天，远离股市幸福一生！,0
这是今年上半年最好的买点了，之后看3500以后的回调再买,1
随意郑策的放开，旅游餐饮，零售必然迎来利好，按着这个逻辑走收益自然不会太差,1
又埋了好多,0
美联储这是确定加息了,-1
想要打破黑周5的传统吗？有几只股是涨的？,-1
撤销股市账户是明智的选择,-1
国内钢铁产量严重过剩，急需淘汰关闭至少至少3亿吨以上！！！钢铁工业集体沦为高价铁,1
搞笑吧，创业板指数从1100点启动,1
最低价的数字货币，300180,1
$上证指数(SH000001)$欧盟放弃禁油车计划，新能源步伐放缓！,-1
$中直股份(SH600038)$当前军工行业正由局部景气向全面景气扩散，2022,1
这种盘面一看有人在刻意管,0
我计划买点华商竞争力优选014268，明年就靠他赚钱了,1
$上证指数(SH000001)$看来股民们还是不相信那些大佬们的鬼话！见好就收，,-1
满仓满融，静待主力抬轿,-1
$宋都股份(SH600077)$这个老板很有胆量,1
3次突破失败3310，熊来了,-1
政府：3000点。券商：4000点。基金：5000点。这下散户们憋不住了，怒吼：,0
上午新仓已开，祝愿今天买入的投资者，发财多多，一路长红……,0
劝你们最好看清结构，这是半年加速下跌以来的反抽，反抽，反抽！！！！不是主升，来得,0
看到2700,-1
垃圾,-1
暴跌暴跌暴跌！清仓清仓清仓！,-1
都安静一下，我来讲两句，低开高走，平开高走，高开高走。低开低走，平开低走，高开低,0
终极目标位在2770点附近，大家耐心等待最佳的买入时机,-1
除ST外，8家涨停，太牛B了。,1
今天应该十字星，下周开干,-1
【最新的干货！干货！干货！】,0
再看李大宵的系列言论：把底改为顶就全对,0
今天的拉高就是为了明后几天的震荡护指数，不会跌的太难堪，但个股会一地鸡毛，明天白,0
但愿是一个良好的开始吧！,1
$上证指数(SH000001)$3350后回3200，后上3500,1
大盘回踩左肩不破的话坚持做多，现在需要减仓待确认,-1
明确观点不变，3000点一下都是黄金坑，今天走势符合预期，全天强势震荡洗盘，如果,0
管住手并没有到底,-1
恭喜大A今天暴涨0.05个点，下周是不是要打3000点保卫战？,-1
一贯尿性，补完缺口，飞流直下,-1
下午清仓！,-1
主力威武，拉起来，主力威武，拉起来,1
光伏要大跌了，快跑，快跑,-1
祝友友们中秋节快乐！[爱心][爱心][爱心]祝老师们教师节快乐！[献花][献花],0
补缺口的节奏,-1
疯狂出逃六百多亿，创半年来单日卖出新高。,-1
3000必破，让我们看好戏吧,-1
不拉白酒怎么上去,-1
首先说说瑞德，瑞德没问题，无论从哪个角度看，瑞德是没问题的，缺德的是瑞德主力在大,0
种种迹象表明。收割机正在加油门。,0
上周五尾盘顺利抄底，坐等数钱[胜利][大笑],1
电力板块异动拉升，建投能源涨停，晋控电力涨超8%，广州发展、皖能电力、南网储能、,1
力挺A股,1
$上证指数(SH000001)$加息也没用，资金现在还是不愿意回流美国,0
微跌……马力,-1
我们今天要感谢大盘给了我们买入的机会。空仓了几天，真的很不舒服。谢谢市场。谢谢你,1
$上证指数(SH000001)$下午主力流出减缓,-1
两点半了,0
我的军工股两天跌了将近10个点，服了！,-1
3040不对点还得回来，下一波对点加加加,-1
打死主力,-1
为啥今天小黄线不动呢,0
上午装了1个小时，下午才是你的样子,-1
昨天是自救今天是补跌！明天的事明天说哈哈,-1
压根儿就没跌多少，瞎咋呼,-1
$上证指数(SH000001)$开始尾盘拉指数了！,1
终于销户了，走出了泥潭，有人祝福我吗[微笑][微笑][微笑][微笑],-1
今天黑色星期四，希望明天大涨。收复失地。,1
漂亮,1
高开低走，还是绿,-1
买什么玩意儿，买了就开始跌,-1
下穿3000,-1
$上证指数(SH000001)$太恶心了,-1
$上证指数(SH000001)$美股昨天可是涨的呢，你发发慈悲吧，跟涨吧。,-1
$上证指数(SH000001)$北向今天买入了。那今天又该怪谁呢？,-1
大盘破了20天线，快跑吧！,-1
$上证指数(SH000001)$再坚持一天，明天就不跌了！！！,0
曲高和寡，那些被炒高的所谓赛道股骗到一个是一个。,-1
$上证指数(SH000001)$天天涨？这样不太好吧？,1
$上证指数(SH000001)$大盘涨上去吧，我满仓等涨停,1
这丑陋的高开低走，恶心人啊,-1
$上证指数(SH000001)$哈哈哈哈哈哈哈哈，太高兴了，我空仓半个月了。不怕,-1
能出货的赶紧出吧，只要我买入了，肯定还得暴趺一波,-1
3300看似很遥远。,0
明天大V都看空了,0
主力流出13亿多。机构还在打压,-1
一机集团打卡珠海航天展,1
不用紧张，大盘大概率还会上3000点[偷笑],1
三十如狼四十比虎还凶呀,0
$上证指数(SH000001)$外围涨你他妈还跌这些，恶心,-1
不知道是补缺口还是新一波探底，新一波探底2800见,-1
即使有昨天和今早的反弹，A50还有2个点的净跌幅没有收回,-1
其实保险股才是市场上最稀缺的，而且市盈率还这么低，买了分红都合算,1
$上证指数(SH000001)$再过一万年你还在三千点,-1
$上证指数(SH000001)$连续两天都是大面积普涨，大盘已经强势拉回近200,1
哪个不买涨哪个，让价值投资者成为迷茫的韭菜。,-1
$上证指数(SH000001)$回本就出，不多要一分，谢谢！,-1
周一瑟瑟发抖。,-1
干就完了,1
就硬拉高套人散户出来给你们的北向爹洗地啊,-1
跌起来毫不费力,-1
我叫红一天！打赌的进来,1
明天是A股的黑色星期四，完啦，,-1
几千只股就这样，没有资金有个屁牛市,-1
炒股炒期货对家人有没有负罪感？散户就是最可爱的人，养活了好多金融中介啊！,0
30万打板的第20天（收盘），今天就打了凯撒文化和水晶光电。本来挺好的一天，结果,1
留下的缺口怎么办？？？,-1
继续保护主力，拉高减仓[抱拳],-1
蛮多你也不让手下看看人家外盘再看看我们。学着点。多少年了还在3100丢人不。,-1
我是看骂的[捂脸],0
明天必涨,1
除了北上还在站岗，其余的都跑了,-1
进进出出，跌跌涨涨，没意思。,0
补完3152缺口 在进场,0
输麻了，没脾气，服服的！,0
今年3月到9月空头吃大利，9月到12月新冠还在空头吃暴利。,-1
厉害了，整挺好，会玩[看空],-1
估计一会直线跳水！,-1
调一会就继续起飞，全仓多，尾盘站稳3250，明天继续涨！,1
$上证指数(SH000001)$行情不妙…机构在撤退，接盘风险高,-1
放量上涨，空方已投降。,1
$上证指数(SH000001)$赶快跑吧，下午又要暴跌,-1
加仓干,1
做空自己的祖国绝没有好下场。,0
做好最坏的打算2800减400已经看到了,-1
空翻多了,1
下去补缺口吧！,-1
不讲武德,0
$上证指数(SH000001)$上海疾情对大盘有影响吗？,-1
空间杀出来，才能继续坐多,-1
$上证指数(SH000001)$美股ETF一拉，这边必跌。我想知道有多少国内的鸡,-1
高开低走，跑,-1
负能量的白酒，早日回到你合理的价格。,-1
$上证指数(SH000001)$按说今天上午回抽到3110附近继续下杀最合理，或,-1
今天守不住3100，明天就守不住3000,-1
$上证指数(SH000001)$3077都不摸？,-1
按照轮动行情很多高位就是风险可以震荡一段时间，低位的还可以轮动把指数拉到3200,1
基金90%仓位，全球经济动荡，加息还没完，新能源顶点。能不瀑布真是谢天谢地。多多,-1
$上证指数(SH000001)$今天又是黑色星期五，酸A又打算跌多少，今天个股,-1
医药医疗继续，美国也重启新冠检测了，九安带领一波。,1
年底听砖家说有春季躁动行情没跑，这次跑了…,-1
连续踏空两天，踏空比亏损还让我难受[哭][哭],0
这行情怎么玩啊，整不会了，,-1
$上证指数(SH000001)$老乡别走，大长腿出来了[呲牙][微笑],-1
$菜百股份(SH605599)$关注13.8刚突破回踩就是好机会云天发了2次$兆,-1
$上证指数(SH000001)$明天又完蛋了，没谈拢,-1
#外资微量流出，A股牛途歇息？#牛途[龙头],1
指数涨不涨无所谓，手中持仓市值能稳定向上就行！,1
l,0
缩量上涨，下周又是血雨腥风！,-1
若水三千还取我一瓢.[滴汗],0
$上证指数(SH000001)$主力流出三百多易，去哪里了[大笑],-1
中股市就是专门炒垃圾票，让那些股东解套走了然后一地鸡毛给散户承受，最后公司退市，,-1
骚狐狸呢,0
指数好看了，股票照样不行，现在机构完全控制了市场，即便是指数给你搞红，照样可以做,0
周二不破3300天理不容,-1
券商这次是先头部队？,-1
明天高开大涨等你们追了,1
哎呀妈！开盘全抛了！,-1
好，上午必须跌杀出恐慌盘，才可能超跌反弹。,-1
冲高回落，3200点超强助力位[捂脸],1
$上证指数(SH000001)$有本事就破，反正万把块钱而已[大笑],-1
明天再跌四十,-1
多方炮来了，韭菜上啊,1
$上证指数(SH000001)$距离2646也就四百点了，如果跌至此位，立马全仓,-1
又做头部了，股民们会大跌，太毒了,-1
内资不卖，非洲几万Y怎么来的？,-1
看起来像下跌趋势,-1
结构性牛市结束了！,-1
太阳打西边出来了，主力买入65亿。不敢相信自己的眼睛,1
三大指数均高开，今天市场没风险，二十大将于16日登场，主要的关注点是反弹的方向，,1
反弹已结束，短期将继续向前期低点2860点回调,-1
$上证指数(SH000001)$两桶油护盘，大盘走弱中。,-1
【国办：鼓励证券、基金等机构进一步降低服务收费 全面实施市场准入负面清单管理】,1
牛市来了，买买买,1
爆跌之后是阴跌！！！,-1
盘口背离大高点，危疑,-1
3200还有碰一次吗？,-1
不跑等死吗,-1
$上证指数(SH000001)$市场获利兑现的预期太强了，但只能是反应过度了，A,-1
这个节过得很开心！节前满仓，外围井喷式大涨！A股呢？不用说了，节后将高开井喷式行,1
见底拉升,1
大盘到高点了,-1
一泻千里,1
势如破竹，进入任意跌阶段，还好昨天撤退的快。,-1
这哪是高开低走，是高开跳水,-1
厉害,0
大盘威武，霸气。唉，你这两三百点拉回来了，个股和你比太怂了，股还是那点股，但是收,1
观望，观望，再观望。,0
拉高出货，又套一批人,-1
美股下跌还是处于历史高位、A股12月下跌始终历史底、二个完全不同资本市场、A股没,0
起码还有100多个点上涨,-1
现在我宣布：打响2900点保卫战,-1
彻底清仓，静待跳水,-1
这次找什么借口？,-1
破位了，光头光脚大阴线,-1
收盘3036点,0
内资是真的弱,-1
医药股和信创为什么不断上涨？你们为什么亏损呢？,0
也不差再多跌一天，十天！,-1
大v们，今天一定要吹一下独立行情,0
$上证指数(SH000001)$长阴光头收工，无语？巫语？勿语？,-1
大盘是奔着3000以下去的。空方力量还很劲道,-1
今天是拉券商基建？可以起来了不用让我真的热泪盈眶吧[右哼哼][右哼哼],-1
$上证指数(SH000001)$收盘翻绿,-1
唉覆巢之下焉有完？？飞哥这个账号四月亏了14个点7万块钱[微笑][微笑]飞哥已,-1
不管你拉什么，月底前没几个会进来重仓玩[大笑],1
日K线在年线和半年线之间震荡盘整了一周多，下周到了该选择方向的时候了。,0
明天，黑色周四。大涨！,-1
我就在等2600，或者2400，大家都觉得是底了，那就是熊市开端了，可能1800,-1
这…,0
这小水跳的,-1
百点长阴无语,-1
集结号吹响了，需要吹响冲锋号[握手],0
破了3100再破3000势如破竹,-1
只要北向在卖，A股就是垃圾桶,-1
西方石油造成30亿美元的回购！我们的回购了多少股！,0
明天不管怎么涨都得清仓了，我觉得所有人的交易账户都是被上面监控的，当散户仓位达到,-1
$上证指数(SH000001)$写一篇论文名字是现形记,0
$上证指数(SH000001)$现在市场肯定要市行T+0，机构可以做空，散股往死,-1
今不用看了，原地震荡墨迹的走势！,0
近期妖怪满天飞，各种亏损连板涨停，法海和嫦娥私奔了吗[滴汗],-1
$上证指数(SH000001)$给我破3000,-1
湖南天雁主营废气涡轮增压器，发动机进排气门及冷却风扇等发动机零部件的研发，生产销,1
从量能上看，今天量能会创大半年的新低，抱团的周期要开始了,-1
今天的上证指数走的很心跳，从跌50多个点到收红K，今天的走势也完成了这段时期背离,1
对下周行情看不懂，保留观点。,0
万来块，我割的都是你几十倍,-1
好数字好兆头[鼓掌],1
放量了加仓！,1
韭菜们来到爽的时候也是这样子吧？,-1
$上证指数(SH000001)$今天能红盘收盘,1
宁德时代有点飘！马斯克一脚把他踢了就剩时代二个字了,1
中国联通4元4角6分～4元9角4分～5元2角2分～5元4角4分～先暂看5元9角4,1
流出3百亿，这个可不是小数目吧,-1
等等我，还没有上车[哭][哭][哭],-1
要吸氧了，不行了，快上券商,-1
干上去翻红,1
$上证指数(SH000001)$今天的大盘很好看啊，有种欢天喜地你追我赶过年的气,-1
大盘3150点左右压力较大，大家不要期望一下反转！建议反弹较多的个股或者处于高位,-1
趋势向下，目前反弹的小插曲,0
怎么形容男足就怎么形容股市[捂脸][捂脸][捂脸],-1
今年股市一年的大热点应该是数字货币，电子身份证，数字经济。龙头股应该是国民技术3,1
看谁跑得快,-1
A股就一个诀窍，遇到难关，咬牙坚持下去，最后你会发现，钱和牙齿都没有了,-1
低位又到了,-1
大盘已连续4天收在60日均线之上，基本上可以认为60日线已突破，但近3日收十字星,1
躺在床上动弹不得，盘都不想看了，不晓得拿什么涨哦,-1
