Date,HIGH,CLOSE,LOW,OPEN,VOLUME
2015-09-15,3240.0789,3152.2319,3131.9795,3208.744,143556
2015-09-16,3345.9177,3309.2484,3131.3703,3149.1577,159710
2015-09-17,3354.9052,3236.9986,3236.9986,3287.6567,169402
2015-09-18,3280.877,3251.2732,3227.8338,3254.4432,106903
2015-09-21,3312.5497,3308.2467,3211.9336,3222.6029,122789
2015-09-22,3371.4139,3339.03,3303.1842,3312.3655,146222
2015-09-23,3315.9351,3263.0275,3253.3326,3290.0712,123171
2015-09-24,3300.8572,3284.9991,3255.9021,3278.8962,102011
2015-09-25,3290.858,3231.9514,3201.9137,3272.665,121419
2015-09-28,3246.5541,3242.7524,3186.5066,3226.6072,74219
2015-09-29,3208.4165,3178.8544,3159.0419,3197.2209,87151
2015-09-30,3223.9076,3202.9475,3186.767,3195.901,78559
2015-10-08,3337.3306,3296.482,3294.6049,3324.981,132082
2015-10-09,3352.3794,3340.1159,3293.965,3302.3596,124353
2015-10-12,3486.6306,3447.6934,3347.2512,3351.1391,221400
2015-10-13,3452.0453,3445.0431,3413.9674,3422.4772,145434
2015-10-14,3458.7015,3406.1116,3403.2305,3431.1352,152174
2015-10-15,3486.815,3486.815,3402.3162,3403.3891,171158
2015-10-16,3537.5387,3534.0653,3487.1044,3508.5177,208965
2015-10-19,3572.9945,3534.1821,3502.5045,3548.9525,207607
2015-10-20,3577.7981,3577.7027,3510.4368,3527.875,179025
2015-10-21,3601.2434,3473.2544,3417.4123,3580.8378,282076
2015-10-22,3530.7657,3524.5339,3442.3065,3453.2013,184306
2015-10-23,3581.8362,3571.2411,3515.8216,3536.8425,198294
2015-10-26,3620.7564,3589.2611,3561.1922,3614.7023,204249
2015-10-27,3601.0529,3592.8794,3486.102,3569.4486,192056
2015-10-28,3598.1717,3524.9199,3517.2104,3575.8048,170977
2015-10-29,3561.814,3533.3065,3507.9657,3539.9777,127010
2015-10-30,3574.4733,3534.0788,3497.5677,3530.2233,139142
2015-11-02,3543.4501,3475.9623,3474.7116,3489.2252,130003
2015-11-03,3501.704,3465.4927,3452.6203,3484.7218,101402
2015-11-04,3628.5377,3628.5377,3477.1592,3477.1592,205424
2015-11-05,3781.4085,3705.9697,3627.3009,3630.7817,398047
2015-11-06,3801.705,3793.3739,3694.6567,3698.342,298753
2015-11-09,3891.773,3840.3547,3796.3792,3796.3792,356805
2015-11-10,3876.4901,3833.2379,3798.8214,3806.6685,286520
2015-11-11,3843.1121,3833.6457,3781.4102,3828.4476,232234
2015-11-12,3843.8997,3795.3241,3771.2743,3841.7376,217538
2015-11-13,3793.7134,3746.2422,3727.5847,3756.2044,203490
2015-11-16,3764.4087,3764.1262,3680.0734,3682.7349,161691
2015-11-17,3852.7743,3758.3869,3750.1565,3790.4261,248533
2015-11-18,3771.8467,3715.5796,3706.3103,3760.4555,185689
2015-11-19,3775.2319,3774.9692,3714.6745,3725.6218,154632
2015-11-20,3793.5447,3774.3833,3757.0264,3778.8843,186952
2015-11-23,3802.8513,3753.3351,3743.405,3774.4356,175627
2015-11-24,3754.1688,3753.8887,3702.7369,3745.7607,143383
2015-11-25,3781.857,3781.6069,3735.7162,3747.7594,151945
2015-11-26,3805.8435,3759.4286,3756.8234,3795.2454,173525
2015-11-27,3742.7417,3556.9924,3534.3904,3739.0958,208939
2015-11-30,3587.9703,3566.4122,3455.0679,3554.89,173201
2015-12-01,3617.3054,3591.696,3536.1156,3562.3186,136537
2015-12-02,3725.8542,3721.9545,3573.4025,3587.7576,213539
2015-12-03,3758.4457,3749.2985,3693.137,3709.5469,197762
2015-12-04,3726.1236,3677.5922,3667.2911,3719.7338,151200
2015-12-07,3699.337,3687.6073,3658.5778,3681.5817,113883
2015-12-08,3668.8385,3623.0202,3619.4449,3668.8385,125781
2015-12-09,3655.1585,3635.9382,3611.4904,3613.4203,113325
2015-12-10,3678.3183,3623.0842,3615.9911,3634.366,120216
2015-12-11,3630.7435,3608.0587,3578.1463,3605.3723,110322
2015-12-14,3712.5026,3711.322,3570.9978,3573.8838,151769
2015-12-15,3717.3573,3694.3885,3679.2297,3707.7304,126482
2015-12-16,3713.0897,3685.4398,3677.4495,3703.9503,111343
2015-12-17,3768.8435,3755.8881,3709.8511,3712.7833,177924
2015-12-18,3810.218,3767.9128,3750.925,3754.9603,173466
2015-12-21,3877.8202,3865.9646,3759.989,3762.0965,217435
2015-12-22,3880.4675,3876.7325,3841.5929,3872.0975,180304
2015-12-23,3926.6857,3866.3814,3862.9646,3877.8722,207017
2015-12-24,3867.6786,3829.4022,3787.0836,3858.1348,147181
2015-12-25,3848.0247,3838.201,3813.204,3832.0849,119624
2015-12-28,3853.3891,3727.6316,3727.6316,3847.5323,153988
2015-12-29,3762.0518,3761.8745,3710.4803,3723.0498,101886
2015-12-30,3765.657,3765.1752,3726.278,3762.9141,105630
2015-12-31,3772.6166,3731.0047,3727.3247,3760.9039,101874
2016-01-04,3726.2446,3469.0662,3468.9485,3725.8561,115371
2016-01-05,3518.217,3478.7797,3377.2799,3382.1769,162117
2016-01-06,3543.7394,3539.8082,3468.4666,3482.4064,145966
2016-01-07,3481.1499,3294.3839,3284.7374,3481.1499,44103
2016-01-08,3418.8508,3361.5632,3237.9307,3371.871,185959
2016-01-11,3342.4807,3192.4499,3192.4499,3303.1246,174638
2016-01-12,3242.2532,3215.7099,3174.5497,3214.8234,128226
2016-01-13,3257.2953,3155.8787,3155.8787,3240.4838,120666
2016-01-14,3226.6576,3221.5714,3072.0389,3076.6445,134538
2016-01-15,3216.7977,3118.7301,3101.0522,3200.888,124602
2016-01-18,3165.6164,3130.7289,3066.727,3068.2348,101128
2016-01-19,3227.908,3223.1251,3119.2163,3132.7047,127654
2016-01-20,3225.9496,3174.3781,3154.4259,3204.2183,130651
2016-01-21,3202.5381,3081.3454,3081.3454,3136.3841,111190
2016-01-22,3132.1708,3113.4626,3053.9581,3114.895,89951
2016-01-25,3149.3322,3128.886,3105.1004,3129.0279,81540
2016-01-26,3106.5302,2940.5085,2934.6469,3099.5957,126934
2016-01-27,2963.5438,2930.3519,2839.2899,2953.1826,132229
2016-01-28,2941.8866,2853.7562,2841.8442,2909.3341,99223
2016-01-29,2965.3093,2946.0902,2854.3712,2855.5983,113304
2016-02-01,2944.5172,2901.0477,2869.5614,2939.0401,86795
2016-02-02,2972.4258,2961.3337,2901.5119,2901.5284,88602
2016-02-03,2954.71,2948.6386,2909.8982,2931.2883,77389
2016-02-04,2999.2061,2984.7598,2960.2065,2960.3335,91780
2016-02-05,2988.3597,2963.7894,2962.8471,2982.0563,76851
2016-02-15,2961.4926,2946.7066,2886.0183,2888.4277,72919
2016-02-16,3042.0886,3037.0353,2962.1871,2962.1871,112580
2016-02-17,3065.7845,3063.3199,3027.0458,3034.0902,128292
2016-02-18,3093.5129,3053.6985,3049.8407,3079.5272,124401
2016-02-19,3065.9677,3051.585,3032.6336,3047.9417,87338
2016-02-22,3128.2069,3118.8675,3071.3289,3083.9325,140947
2016-02-23,3119.2209,3089.3632,3061.4294,3117.2027,112567
2016-02-24,3109.5454,3109.5454,3055.2511,3077.6062,111783
2016-02-25,3104.4357,2918.7501,2905.4565,3104.4097,157830
2016-02-26,2964.3851,2948.0306,2902.948,2942.0954,106950
2016-02-29,2939.8745,2877.4666,2821.2149,2939.5802,129341
2016-03-01,2950.4361,2930.6937,2863.3228,2881.3353,116046
2016-03-02,3054.7237,3051.3327,2933.1162,2933.9209,175972
2016-03-03,3078.4437,3058.4219,3040.2463,3050.3886,173106
2016-03-04,3101.6556,3093.8895,3032.4235,3047.5371,219173
2016-03-07,3130.9032,3104.8397,3083.5843,3108.9994,132462
2016-03-08,3109.2499,3107.6727,3001.8285,3100.1492,136236
2016-03-09,3072.9156,3071.907,3020.1335,3045.9238,111466
2016-03-10,3074.1602,3013.1457,3012.6908,3056.2104,76072
2016-03-11,3026.4368,3018.2844,2982.1722,2990.2135,73334
2016-03-14,3106.8002,3065.6904,3033.9997,3039.5689,117109
2016-03-15,3077.0846,3074.7796,3028.5781,3061.3427,98312
2016-03-16,3100.3518,3090.0328,3064.5209,3068.8664,124736
2016-03-17,3147.8413,3124.2039,3077.5717,3096.8076,121662
2016-03-18,3197.6683,3171.963,3130.1021,3136.2234,197303
2016-03-21,3267.7751,3249.4372,3198.3608,3203.2929,233269
2016-03-22,3249.6772,3225.7903,3218.7276,3231.6146,161021
2016-03-23,3242.2466,3236.0924,3202.9759,3217.7288,125679
2016-03-24,3221.9061,3181.8507,3181.8128,3211.496,133131
2016-03-25,3204.4423,3197.8169,3174.3179,3176.8101,97395
2016-03-28,3229.6237,3169.7283,3161.8782,3206.9532,103442
2016-03-29,3178.0748,3135.4098,3122.7605,3171.3138,97295
2016-03-30,3216.6755,3216.2753,3161.2886,3161.2886,117803
2016-03-31,3241.9268,3218.0879,3208.6649,3229.1995,121552
2016-04-01,3222.6124,3221.8948,3165.8555,3213.674,118122
2016-04-05,3271.9301,3264.4858,3205.2065,3211.3046,146048
2016-04-06,3267.64,3257.5276,3236.1961,3250.5215,120196
2016-04-07,3270.8202,3209.2902,3208.6443,3266.2883,112409
2016-04-08,3197.7736,3185.7258,3163.305,3189.8456,101006
2016-04-11,3251.5717,3230.0957,3213.507,3213.507,125213
2016-04-12,3232.2642,3218.4497,3198.9027,3227.3673,92869
2016-04-13,3296.5228,3261.3831,3237.8575,3237.8575,195614
2016-04-14,3286.0716,3275.8321,3252.0499,3277.0982,113157
2016-04-15,3282.9846,3272.2053,3261.7299,3279.8566,99808
2016-04-18,3252.6706,3228.4531,3221.6623,3252.6706,97090
2016-04-19,3250.7253,3238.3029,3221.5773,3243.9712,80871
2016-04-20,3248.4218,3181.0264,3107.3693,3244.1419,162208
2016-04-21,3198.557,3160.6033,3150.9395,3160.7958,104753
2016-04-22,3175.3799,3174.9012,3137.9927,3142.5611,77078
2016-04-25,3172.2694,3162.0331,3137.113,3164.7384,67519
2016-04-26,3181.0954,3179.1605,3150.4041,3159.7706,59021
2016-04-27,3188.8264,3165.9156,3162.6914,3181.9305,60004
2016-04-28,3174.7662,3160.5809,3135.6425,3169.3333,69871
2016-04-29,3171.2887,3156.7451,3149.3966,3153.5371,58030
2016-05-03,3218.485,3213.5397,3151.4045,3159.823,98165
2016-05-04,3222.8816,3209.4614,3198.2919,3203.4653,90862
2016-05-05,3217.282,3213.9199,3196.5661,3204.1686,74734
2016-05-06,3216.893,3130.3544,3130.1469,3213.1358,108680
2016-05-09,3115.4301,3065.6154,3055.0057,3115.4301,99230
2016-05-10,3084.7245,3069.1124,3055.1831,3055.2119,68850
2016-05-11,3102.8768,3082.8086,3063.0883,3080.6361,81794
2016-05-12,3095.3489,3090.1372,3035.0228,3059.3831,78766
2016-05-13,3103.0955,3074.9351,3064.691,3081.6797,62630
2016-05-16,3095.5554,3095.3085,3053.6619,3064.5261,59462
2016-05-17,3105.2013,3086.0249,3073.459,3095.5229,65278
2016-05-18,3072.6122,3068.0358,3039.4618,3071.5292,82715
2016-05-19,3086.977,3062.5002,3058.145,3060.3426,60444
2016-05-20,3078.5316,3078.2183,3041.5169,3047.7778,56081
2016-05-23,3098.4782,3087.2225,3076.5039,3078.515,59697
2016-05-24,3083.2571,3063.5556,3052.5905,3083.2441,58734
2016-05-25,3089.1022,3059.2259,3054.8697,3079.7486,56653
2016-05-26,3072.524,3064.2111,3027.444,3056.6004,60393
2016-05-27,3073.7562,3062.4993,3052.1793,3059.732,60469
2016-05-30,3075.2613,3066.7095,3037.6647,3056.3138,63099
2016-05-31,3170.926,3169.5598,3068.5964,3068.5964,138863
2016-06-01,3181.7926,3160.547,3159.8175,3172.9619,113148
2016-06-02,3168.824,3167.0997,3151.0654,3158.0259,86003
2016-06-03,3201.7492,3189.3255,3162.088,3172.946,101492
2016-06-06,3197.2204,3178.7883,3168.554,3192.7793,76694
2016-06-07,3186.6167,3177.0536,3168.1792,3182.4374,68928
2016-06-08,3174.9719,3163.9864,3148.3517,3171.8134,76292
2016-06-13,3145.6057,3066.3413,3065.7674,3134.0453,92976
2016-06-14,3078.7494,3075.9834,3055.6553,3058.4433,66279
2016-06-15,3128.6733,3116.3682,3042.2328,3043.9577,87393
2016-06-16,3112.4755,3094.6748,3089.4777,3104.3619,82975
2016-06-17,3131.0485,3110.3572,3096.0901,3096.0901,85403
2016-06-20,3118.7254,3112.6744,3089.7127,3114.9064,63587
2016-06-21,3155.4927,3106.3175,3097.9402,3124.8984,87965
2016-06-22,3134.0608,3133.9611,3096.9919,3100.4496,66487
2016-06-23,3129.7207,3117.3168,3102.4811,3129.7207,67752
2016-06-24,3130.5391,3077.1554,3033.9651,3110.6465,104792
2016-06-27,3120.6405,3120.5443,3064.9664,3065.128,83267
2016-06-28,3139.4301,3136.4013,3099.7012,3107.3979,92025
2016-06-29,3158.0762,3151.3898,3139.1325,3142.4842,103724
2016-06-30,3163.7205,3153.921,3148.1987,3152.8331,79693
2016-07-01,3170.2583,3154.2003,3148.2948,3156.932,71746
2016-07-04,3210.6016,3204.6962,3134.0233,3136.3852,133311
2016-07-05,3216.7029,3207.3827,3197.9956,3199.1572,130227
2016-07-06,3217.5158,3216.8035,3183.4511,3197.6249,124897
2016-07-07,3220.5404,3209.9542,3190.1235,3206.5507,118595
2016-07-08,3204.9283,3192.2804,3183.9594,3199.7542,89735
2016-07-11,3235.9623,3203.3298,3197.6255,3199.0383,138530
2016-07-12,3273.4738,3273.1823,3200.3034,3201.9062,172534
2016-07-13,3300.9912,3282.8681,3271.7752,3274.0202,175196
2016-07-14,3281.9503,3276.7637,3259.0653,3277.4816,107526
2016-07-15,3285.026,3276.2775,3265.2906,3278.8357,102665
2016-07-18,3281.6375,3262.0222,3251.7659,3269.7077,110313
2016-07-19,3264.7303,3248.2341,3226.1987,3260.4349,88887
2016-07-20,3254.5076,3237.6051,3232.2568,3246.8626,72701
2016-07-21,3271.3739,3252.5227,3238.3034,3238.3367,86005
2016-07-22,3253.7694,3225.1621,3220.8937,3251.242,86029
2016-07-25,3243.7902,3230.885,3218.1419,3220.1658,70203
2016-07-26,3269.7457,3269.5882,3228.0075,3228.234,81051
2016-07-27,3276.5112,3218.243,3157.4093,3270.0837,160189
2016-07-28,3235.7816,3221.1365,3195.2696,3204.4645,112780
2016-07-29,3225.4184,3203.9304,3198.6839,3217.1923,88045
2016-08-01,3199.9751,3176.8091,3156.7488,3196.425,87003
2016-08-02,3189.0529,3189.0529,3165.5422,3173.7576,62168
2016-08-03,3197.1573,3193.5073,3173.5356,3179.6842,72864
2016-08-04,3201.5539,3201.2888,3170.4189,3190.546,73504
2016-08-05,3224.873,3205.1101,3192.8614,3201.3543,77196
2016-08-08,3234.4795,3234.1833,3187.2521,3199.5723,86676
2016-08-09,3257.3336,3256.9813,3229.1741,3232.603,91065
2016-08-10,3261.8609,3243.3409,3242.7509,3255.1822,90430
2016-08-11,3274.0261,3233.3604,3232.6127,3239.5583,101041
2016-08-12,3294.2337,3294.2337,3231.1366,3231.8065,116254
2016-08-15,3417.9147,3393.4239,3302.3776,3303.4688,220543
2016-08-16,3418.6884,3378.2451,3372.0206,3403.3839,196390
2016-08-17,3394.3887,3373.0476,3356.9244,3377.7713,138848
2016-08-18,3394.7912,3364.4851,3349.6879,3369.9472,142380
2016-08-19,3374.045,3365.0197,3341.1922,3358.555,119962
2016-08-22,3372.8331,3336.7949,3335.4695,3364.681,107951
2016-08-23,3359.6477,3341.8298,3324.9603,3332.621,92925
2016-08-24,3348.1291,3329.8631,3323.7251,3341.9304,81191
2016-08-25,3315.0812,3308.9721,3279.8064,3314.0846,100589
2016-08-26,3328.9453,3307.0902,3301.7359,3312.4991,81531
2016-08-29,3315.0789,3307.7812,3297.0697,3306.5749,77036
2016-08-30,3325.1218,3311.9872,3304.5966,3310.3188,75726
2016-08-31,3333.9729,3327.7938,3304.6552,3310.5654,79571
2016-09-01,3329.3455,3301.5767,3301.2129,3326.7389,84947
2016-09-02,3320.4252,3314.1142,3295.7554,3298.7217,82792
2016-09-05,3338.4197,3319.6803,3314.6293,3321.0053,78292
2016-09-06,3347.9511,3342.6259,3300.1257,3322.018,98284
2016-09-07,3357.3567,3340.8172,3337.7508,3344.0657,102940
2016-09-08,3343.395,3339.564,3328.2264,3338.0082,71916
2016-09-09,3344.951,3318.044,3318.044,3339.3733,82657
2016-09-12,3276.7163,3262.6043,3234.573,3271.8702,122918
2016-09-13,3269.2224,3260.333,3246.3857,3265.3373,67180
2016-09-14,3254.995,3238.7299,3231.3355,3245.7371,70433
2016-09-19,3264.8995,3263.1242,3242.7429,3242.7429,58831
2016-09-20,3265.0353,3257.4034,3252.3885,3264.6649,52784
2016-09-21,3270.9022,3266.6363,3254.3214,3257.7097,59143
2016-09-22,3303.1993,3291.1211,3277.9791,3281.4718,75754
2016-09-23,3293.9162,3275.6665,3275.025,3292.2788,57994
2016-09-26,3267.6905,3220.2838,3220.2838,3267.6905,70452
2016-09-27,3240.7756,3240.7546,3214.4414,3214.8704,58461
